The Dataset,,,,,,,,,,,,,,,,,,,,,,,,,
min,"Delivery Time, y (min)","Number of Cases, x1","Distance, x2 (ft)",Column1,,,,,,,,,,,,,,,,,,,,,
1,16.68,7,560,,,,,,,,,,,,,,,,,,,,,,
2,11.5,3,220,,,,,,,,,,,,,,,,,,,,,,
3,12.03,3,340,,,,,,,,,,,,,,,,,,,,,,
4,14.88,4,80,,,,,,,,,,,,,,,,,,,,,,
5,13.75,6,150,,,,,,,,,,,,,,,,,,,,,,
6,18.11,7,330,,,,,,,,,,,,,,,,,,,,,,
7,8,2,110,,,,,,,,,,,,,,,,,,,,,,
8,17.83,7,210,,,,,,,,,,,,,,,,,,,,,,
9,79.24,30,1460,,,,,,,,,,,,,,,,,,,,,,
10,21.5,5,605,,,,,,,,,,,,,,,,,,,,,,
11,40.33,16,688,,,,,,,,,,,,,,,,,,,,,,
12,21,10,215,,,,,,,,,,,,,,,,,,,,,,
13,13.5,4,255,,,,,,,,,,,,,,,,,,,,,,
14,19.75,6,462,,,,,,,,,,,,,,,,,,,,,,
15,24,9,448,,,,,,,,,,,,,,,,,,,,,,
16,29,10,776,,,,,,,,,,,,,,,,,,,,,,
17,15.35,6,200,,,,,,,,,,,,,,,,,,,,,,
18,19,7,132,,,,,,,,,,,,,,,,,,,,,,
19,9.5,3,36,,,,,,,,,,,,,,,,,,,,,,
20,35.1,17,770,,,,,,,,,,,,,,,,,,,,,,
21,17.9,10,140,,,,,,,,,,,,,,,,,,,,,,
22,52.32,26,810,,,,,,,,,,,,,,,,,,,,,,
23,18.75,9,450,,,,,,,,,,,,,,,,,,,,,,
24,19.83,8,635,,,,,,,,,,,,,,,,,,,,,,
25,10.75,4,150,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,,,,,,,,,,,,,,,,,,,,
X matrix,,,,,Y,,,,,,,,,,,,,,,,,,,,
,1,7,560,,16.68,,,,,,,,,,,,,,,,,,,,
,1,3,220,,11.5,,,,,,,,,,,,,,,,,,,,
,1,3,340,,12.03,,,,,,,,,,,,,,,,,,,,
,1,4,80,,14.88,,,,,,,,,,,,,,,,,,,,
,1,6,150,,13.75,,,,,,,,,,,,,,,,,,,,
,1,7,330,,18.11,,,,,,,,,,,,,,,,,,,,
,1,2,110,,8,,,,,,,,,,,,,,,,,,,,
,1,7,210,,17.83,,,,,,,,,,,,,,,,,,,,
,1,30,1460,,79.24,,,,,,,,,,,,,,,,,,,,
,1,5,605,,21.5,,,,,,,,,,,,,,,,,,,,
,1,16,688,,40.33,,,,,,,,,,,,,,,,,,,,
,1,10,215,,21,,,,,,,,,,,,,,,,,,,,
,1,4,255,,13.5,,,,,,,,,,,,,,,,,,,,
,1,6,462,,19.75,,,,,,,,,,,,,,,,,,,,
,1,9,448,,24,,,,,,,,,,,,,,,,,,,,
,1,10,776,,29,,,,,,,,,,,,,,,,,,,,
,1,6,200,,15.35,,,,,,,,,,,,,,,,,,,,
,1,7,132,,19,,,,,,,,,,,,,,,,,,,,
,1,3,36,,9.5,,,,,,,,,,,,,,,,,,,,
,1,17,770,,35.1,,,,,,,,,,,,,,,,,,,,
,1,10,140,,17.9,,,,,,,,,,,,,,,,,,,,
,1,26,810,,52.32,,,,,,,,,,,,,,,,,,,,
,1,9,450,,18.75,,,,,,,,,,,,,,,,,,,,
,1,8,635,,19.83,,,,,,,,,,,,,,,,,,,,
,1,4,150,,10.75,,,,,,,,,,,,,,,,,,,,
X'X,,,,,,,,,,,,,,,,,,,,,,,,,
,25,219,10232,,,,,,,,,,,,,,,,,,,,,,
,219,3055,133899,,,,,,,,,,,,,,,,,,,,,,
,10232,133899,6725688,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
X'y,,,,,,,,,,,,,,,,,,,,,,,,,
,559.6,,,,,,,,,,,,,,,,,,,,,,,,
,7375.44,,,,,,,,,,,,,,,,,,,,,,,,
,337071.69,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
beta_hat,,,,,,,,,,,,,,,,,,,,,,,,,
,beta0,2.341231145,,,,,,,,,,,,,,,,,,,,,,,
,beta1,1.615907211,,,,,,,,,,,,,,,,,,,,,,,
,beta2,0.014384826,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
SSres,233.7317608,,,,,,,,,,,,,,,,,,,,,,,,
MSres,10.62417094,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
hat_matrix,,,,,,,,,,,,,,,,,,,,,,,,,
,0.101801776,0.058365632,0.090696618,0.00860407,0.003379654,0.039834054,0.040770974,0.007503068,0.067316359,0.138010053,0.027909453,-0.027276043,0.055753424,0.087440217,0.047542032,0.123871314,0.016850898,-0.013512072,0.008791454,0.037960214,-0.047482909,-0.059641499,0.048080882,0.109966564,0.027463812
,0.058365632,0.070701637,0.075871239,0.057924633,0.047448629,0.048457229,0.072708638,0.043287627,-0.058015811,0.073795837,0.003167652,0.02326562,0.065463635,0.060889593,0.040049066,0.047433508,0.049602629,0.039927386,0.062774914,-4.55893E-05,0.020034619,-0.05903461,0.040135226,0.054850831,0.060940233
,0.090696618,0.075871239,0.098734764,0.036708472,0.025068223,0.046874859,0.067401659,0.024011334,-0.025065952,0.124247745,0.002686503,-0.012501978,0.070051114,0.084513391,0.044380021,0.094385006,0.034594692,0.009150042,0.040813832,0.00582126,-0.026791682,-0.09895544,0.04476108,0.092497668,0.050045529
,0.00860407,0.057924633,0.036708472,0.085374793,0.078394645,0.049268377,0.074674807,0.070484538,-0.088463754,-0.004747936,0.010255256,0.07769445,0.054434559,0.023232628,0.033801766,-0.0214911,0.069554578,0.084275042,0.090456078,-0.001544481,0.09095455,0.015665223,0.033448163,-0.001958057,0.072998699
,0.003379654,0.047448629,0.025068223,0.078394645,0.075010496,0.046275431,0.063128457,0.068655837,-0.053255885,-0.014684085,0.023027114,0.08222995,0.045756554,0.016821442,0.03393912,-0.022398445,0.065685327,0.0832031,0.08176525,0.01256938,0.096217704,0.048629137,0.033566113,-0.005772556,0.065339409
,0.039834054,0.048457229,0.046874859,0.049268377,0.046275431,0.042866928,0.050942683,0.044449298,0.004162463,0.041310563,0.028831655,0.041278519,0.046960756,0.042161271,0.039241034,0.033880943,0.045616111,0.045477838,0.050883528,0.02671542,0.0422675,0.016873425,0.039214662,0.037810124,0.048345329
,0.040770974,0.072708638,0.067401659,0.074674807,0.063128457,0.050942683,0.081798674,0.056249661,-0.096213407,0.047231469,-0.002917559,0.043352619,0.066935463,0.049330312,0.037273541,0.018542494,0.060917216,0.059699197,0.080846005,-0.0107693,0.04666948,-0.050566049,0.037185092,0.033228806,0.071579069
,0.007503068,0.043287627,0.024011334,0.070484538,0.068655837,0.044449298,0.056249661,0.063725591,-0.028787396,-0.009141345,0.029312803,0.077046117,0.042373276,0.018537473,0.034910079,-0.013070555,0.060624048,0.076255182,0.072844611,0.020848571,0.089093801,0.056794254,0.034588807,0.000163287,0.059240033
,0.067316359,-0.058015811,-0.025065952,-0.088463754,-0.053255885,0.004162463,-0.096213407,-0.028787396,0.498292159,0.063685438,0.174404907,-0.003433808,-0.040411876,0.032413748,0.052550275,0.150606782,-0.039526777,-0.050204804,-0.108538928,0.204914203,-0.02402747,0.287839521,0.05309944,0.09590358,-0.069243003
,0.138010053,0.073795837,0.124247745,-0.004747936,-0.014684085,0.041310563,0.047231469,-0.009141345,0.063685438,0.196295947,0.014676494,-0.066088825,0.068827763,0.116490876,0.051555178,0.169773845,0.006337544,-0.041935085,-0.003563755,0.029468751,-0.097621267,-0.130862874,0.052396043,0.149859282,0.024682344
,0.027909453,0.003167652,0.002686503,0.010255256,0.023027114,0.028831655,-0.002917559,0.029312803,0.174404907,0.014676494,0.086132602,0.048871547,0.009553581,0.021776127,0.041411053,0.046622177,0.022826635,0.02962555,0.003905413,0.092330081,0.049172265,0.150906073,0.041403034,0.034134999,0.009974586
,-0.027276043,0.02326562,-0.012501978,0.07769445,0.08222995,0.041278519,0.043352619,0.077046117,-0.003433808,-0.066088825,0.048871547,0.113655699,0.02553337,-0.010765804,0.03150698,-0.053557821,0.067326784,0.100295056,0.07810927,0.037130321,0.136010448,0.139507483,0.030910854,-0.036930826,0.056830018
,0.055753424,0.065463635,0.070051114,0.054434559,0.045756554,0.046960756,0.066935463,0.042373276,-0.040411876,0.068827763,0.009553581,0.02553337,0.061124633,0.057684,0.040117743,0.046979835,0.047668004,0.039391415,0.0584295,0.007011341,0.022666195,-0.042552653,0.0401942,0.052943581,0.057110588
,0.087440217,0.060889593,0.084513391,0.023232628,0.016821442,0.042161271,0.049330312,0.018537473,0.032413748,0.116490876,0.021776127,-0.010765804,0.057684,0.078243316,0.045199604,0.09967545,0.026664691,0.003182005,0.024666436,0.027823188,-0.025530678,-0.05516502,0.045593334,0.092109223,0.037013177
,0.047542032,0.040049066,0.044380021,0.033801766,0.03393912,0.039241034,0.037273541,0.034910079,0.052550275,0.051555178,0.041411053,0.03150698,0.040117743,0.045199604,0.041110771,0.051754197,0.035743684,0.032094958,0.033408267,0.043176021,0.028800133,0.033869007,0.041182953,0.049054361,0.036328156
,0.123871314,0.047433508,0.094385006,-0.0214911,-0.022398445,0.033880943,0.018542494,-0.013070555,0.150606782,0.169773845,0.046622177,-0.053557821,0.046979835,0.09967545,0.051754197,0.165940433,-0.002835321,-0.043589029,-0.024558789,0.064557841,-0.082902508,-0.047122395,0.052536722,0.139068141,0.005897274
,0.016850898,0.049602629,0.034594692,0.069554578,0.065685327,0.045616111,0.060917216,0.060624048,-0.039526777,0.006337544,0.022826635,0.067326784,0.047668004,0.026664691,0.035743684,-0.002835321,0.05943202,0.070379207,0.072614799,0.015013901,0.076706745,0.031995458,0.035493552,0.009913627,0.060799948
,-0.013512072,0.039927386,0.009150042,0.084275042,0.0832031,0.045477838,0.059699197,0.076255182,-0.050204804,-0.041935085,0.02962555,0.100295056,0.039391415,0.003182005,0.032094958,-0.043589029,0.070379207,0.096260456,0.087119314,0.017035119,0.119530896,0.082742793,0.031582002,-0.024307158,0.066321591
,0.008791454,0.062774914,0.040813832,0.090456078,0.08176525,0.050883528,0.080846005,0.072844611,-0.108538928,-0.003563755,0.003905413,0.07810927,0.0584295,0.024666436,0.033408267,-0.024558789,0.072614799,0.087119314,0.096448574,-0.009041425,0.091834946,0.002177328,0.033042249,-0.002874321,0.077645447
,0.037960214,-4.55893E-05,0.00582126,-0.001544481,0.01256938,0.02671542,-0.0107693,0.020848571,0.204914203,0.029468751,0.092330081,0.037130321,0.007011341,0.027823188,0.043176021,0.064557841,0.015013901,0.017035119,-0.009041425,0.101684861,0.03346354,0.151752372,0.043273801,0.046972761,0.001877848
,-0.047482909,0.020034619,-0.026791682,0.09095455,0.096217704,0.0422675,0.04666948,0.089093801,-0.02402747,-0.097621267,0.049172265,0.136010448,0.022666195,-0.025530678,0.028800133,-0.082902508,0.076706745,0.119530896,0.091834946,0.03346354,0.165276886,0.164458001,0.028019695,-0.0604601,0.063639208
,-0.059641499,-0.05903461,-0.09895544,0.015665223,0.048629137,0.016873425,-0.050566049,0.056794254,0.287839521,-0.130862874,0.150906073,0.139507483,-0.042552653,-0.05516502,0.033869007,-0.047122395,0.031995458,0.082742793,0.002177328,0.151752372,0.164458001,0.391575219,0.03320366,-0.056466485,-0.007621928
,0.048080882,0.040135226,0.04476108,0.033448163,0.033566113,0.039214662,0.037185092,0.034588807,0.05309944,0.052396043,0.041403034,0.030910854,0.0401942,0.045593334,0.041182953,0.052536722,0.035493552,0.031582002,0.033042249,0.043273801,0.028019695,0.03320366,0.041260051,0.049681809,0.036146578
,0.109966564,0.054850831,0.092497668,-0.001958057,-0.005772556,0.037810124,0.033228806,0.000163287,0.09590358,0.149859282,0.034134999,-0.036930826,0.052943581,0.092109223,0.049054361,0.139068141,0.009913627,-0.024307158,-0.002874321,0.046972761,-0.0604601,-0.056466485,0.049681809,0.120608261,0.020002598
,0.027463812,0.060940233,0.050045529,0.072998699,0.065339409,0.048345329,0.071579069,0.059240033,-0.069243003,0.024682344,0.009974586,0.056830018,0.057110588,0.037013177,0.036328156,0.005897274,0.060799948,0.066321591,0.077645447,0.001877848,0.063639208,-0.007621928,0.036146578,0.020002598,0.066643455
regular residuals,,,,,,,,,,,,,,,,,,,,,,,,,
,-5.028084182,,,,,,,,,,,,,,,,,,,,,,,,
,1.146385502,,,,,,,,,,,,,,,,,,,,,,,,
,-0.049793618,,,,,,,,,,,,,,,,,,,,,,,,
,4.924353931,,,,,,,,,,,,,,,,,,,,,,,,
,-0.444398311,,,,,,,,,,,,,,,,,,,,,,,,
,-0.289574202,,,,,,,,,,,,,,,,,,,,,,,,
,0.844623573,,,,,,,,,,,,,,,,,,,,,,,,
,1.156604918,,,,,,,,,,,,,,,,,,,,,,,,
,7.419706565,,,,,,,,,,,,,,,,,,,,,,,,
,2.37641307,,,,,,,,,,,,,,,,,,,,,,,,
,2.237493191,,,,,,,,,,,,,,,,,,,,,,,,
,-0.593040845,,,,,,,,,,,,,,,,,,,,,,,,
,1.027009381,,,,,,,,,,,,,,,,,,,,,,,,
,1.067535977,,,,,,,,,,,,,,,,,,,,,,,,
,0.671201908,,,,,,,,,,,,,,,,,,,,,,,,
,-0.662928231,,,,,,,,,,,,,,,,,,,,,,,,
,0.436360389,,,,,,,,,,,,,,,,,,,,,,,,
,3.448621346,,,,,,,,,,,,,,,,,,,,,,,,
,1.793193486,,,,,,,,,,,,,,,,,,,,,,,,
,-5.787969752,,,,,,,,,,,,,,,,,,,,,,,,
,-2.614178895,,,,,,,,,,,,,,,,,,,,,,,,
,-3.686527691,,,,,,,,,,,,,,,,,,,,,,,,
,-4.607567744,,,,,,,,,,,,,,,,,,,,,,,,
,-4.572853343,,,,,,,,,,,,,,,,,,,,,,,,
,-0.212583889,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1 - hii,,,,,,,,,,,,,,,,,,,,,,,,,
,0.898198224,,,,,,,,,,,,,,,,,,,,,,,,
,0.929298363,,,,,,,,,,,,,,,,,,,,,,,,
,0.901265236,,,,,,,,,,,,,,,,,,,,,,,,
,0.914625207,,,,,,,,,,,,,,,,,,,,,,,,
,0.924989504,,,,,,,,,,,,,,,,,,,,,,,,
,0.957133072,,,,,,,,,,,,,,,,,,,,,,,,
,0.918201326,,,,,,,,,,,,,,,,,,,,,,,,
,0.936274409,,,,,,,,,,,,,,,,,,,,,,,,
,0.501707841,,,,,,,,,,,,,,,,,,,,,,,,
,0.803704053,,,,,,,,,,,,,,,,,,,,,,,,
,0.951128453,,,,,,,,,,,,,,,,,,,,,,,,
,0.97446663,,,,,,,,,,,,,,,,,,,,,,,,
,0.942316,,,,,,,,,,,,,,,,,,,,,,,,
,0.954800396,,,,,,,,,,,,,,,,,,,,,,,,
,0.948245803,,,,,,,,,,,,,,,,,,,,,,,,
,1.002835321,,,,,,,,,,,,,,,,,,,,,,,,
,0.929620794,,,,,,,,,,,,,,,,,,,,,,,,
,0.912880686,,,,,,,,,,,,,,,,,,,,,,,,
,1.009041425,,,,,,,,,,,,,,,,,,,,,,,,
,0.96653646,,,,,,,,,,,,,,,,,,,,,,,,
,0.835541999,,,,,,,,,,,,,,,,,,,,,,,,
,0.96679634,,,,,,,,,,,,,,,,,,,,,,,,
,0.950318192,,,,,,,,,,,,,,,,,,,,,,,,
,0.979997402,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
standardized residulas,,,studentized residuals,,,Press residuals,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.542611147,,,-1.627679596,,-1.627679596,,,,,,,,,,,,,,,,,,,
,0.351709914,,,0.364842627,,0.364842627,,,,,,,,,,,,,,,,,,,
,-0.015276632,,,-0.016091623,,-0.016091623,,,,,,,,,,,,,,,,,,,
,1.510786811,,,1.579720127,,1.579720127,,,,,,,,,,,,,,,,,,,
,-0.136340953,,,-0.141760904,,-0.141760903,,,,,,,,,,,,,,,,,,,
,-0.088841073,,,-0.090808433,,-0.090808433,,,,,,,,,,,,,,,,,,,
,0.259129659,,,0.270424924,,0.270424924,,,,,,,,,,,,,,,,,,,
,0.35484522,,,0.366721129,,0.366721129,,,,,,,,,,,,,,,,,,,
,2.276358478,,,3.213762368,,3.213762367,,,,,,,,,,,,,,,,,,,
,0.729081129,,,0.813254225,,0.813254225,,,,,,,,,,,,,,,,,,,
,0.68646065,,,0.703873493,,0.703873493,,,,,,,,,,,,,,,,,,,
,-0.181944332,,,-0.184311993,,-0.184311993,,,,,,,,,,,,,,,,,,,
,0.315085441,,,0.324585117,,0.324585117,,,,,,,,,,,,,,,,,,,
,0.327518959,,,0.335180466,,0.335180466,,,,,,,,,,,,,,,,,,,
,0.205924067,,,0.211468261,,0.211468261,,,,,,,,,,,,,,,,,,,
,-0.203385712,,,-0.203097313,,-0.203097313,,,,,,,,,,,,,,,,,,,
,0.133874927,,,0.138849679,,0.138849679,,,,,,,,,,,,,,,,,,,
,1.058033545,,,1.107365472,,1.107365471,,,,,,,,,,,,,,,,,,,
,0.55014995,,,0.547677791,,0.54767779,,,,,,,,,,,,,,,,,,,
,-1.775743272,,,-1.806215677,,-1.806215676,,,,,,,,,,,,,,,,,,,
,-0.802027444,,,-0.877412136,,-0.877412136,,,,,,,,,,,,,,,,,,,
,-1.131022971,,,-1.150277107,,-1.150277107,,,,,,,,,,,,,,,,,,,
,-1.413597129,,,-1.450072388,,-1.450072388,,,,,,,,,,,,,,,,,,,
,-1.402946785,,,-1.417187412,,-1.417187412,,,,,,,,,,,,,,,,,,,
,-0.065220522,,,-0.065220305,,-0.065220305,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ei^2/(1-hii),,,Si^2,,,r-student,,sorted r-student residuals,,i,,cumulative probalities,,,,,,,,,,,,,
,28.14705026,,9.789747131,,,-1.695628499,,-1.912152256,,1,,0.02,,,,,,,,,,,,,
,1.414184907,,11.06274072,,,0.357537609,,-1.695628499,,2,,0.06,,,,,,,,,,,,,
,0.002751026,,11.12995186,,,-0.015721744,,-1.48971224,,3,,0.1,,,,,,,,,,,,,
,26.51278517,,9.867569277,,,1.639164668,,-1.452490822,,4,,0.14,,,,,,,,,,,,,
,0.213504973,,11.11991595,,,-0.138564904,,-1.159230566,,5,,0.18,,,,,,,,,,,,,
,0.087608736,,11.12591101,,,-0.08873724,,-0.872643371,,6,,0.22,,,,,,,,,,,,,
,0.776941788,,11.09308563,,,0.26464766,,-0.198614076,,7,,0.26,,,,,,,,,,,,,
,1.428785113,,11.06204547,,,0.359389793,,-0.180213568,,8,,0.3,,,,,,,,,,,,,
,109.7292907,,5.904878539,,,4.310779427,,-0.138564904,,9,,0.34,,,,,,,,,,,,,
,7.026640041,,10.79548095,,,0.806775787,,-0.08873724,,10,,0.38,,,,,,,,,,,,,
,5.263616879,,10.87943443,,,0.69556701,,-0.063726951,,11,,0.42,,,,,,,,,,,,,
,0.360912763,,11.11289654,,,-0.180213568,,-0.015721744,,12,,0.46,,,,,,,,,,,,,
,1.119314825,,11.07678215,,,0.317884477,,0.135716791,,13,,0.5,,,,,,,,,,,,,
,1.193582519,,11.07324559,,,0.328313513,,0.206816583,,14,,0.54,,,,,,,,,,,,,
,0.475100443,,11.10745903,,,0.206816583,,0.26464766,,15,,0.58,,,,,,,,,,,,,
,0.438231313,,11.1092147,,,-0.198614076,,0.317884477,,16,,0.62,,,,,,,,,,,,,
,0.204825871,,11.12032924,,,0.135716791,,0.328313513,,17,,0.66,,,,,,,,,,,,,
,13.02797767,,10.50970297,,,1.113379657,,0.357537609,,18,,0.7,,,,,,,,,,,,,
,3.186730296,,10.9783338,,,0.538771282,,0.359389793,,19,,0.74,,,,,,,,,,,,,
,34.66045539,,9.479584981,,,-1.912152256,,0.538771282,,20,,0.78,,,,,,,,,,,,,
,8.17903984,,10.74060477,,,-0.872643371,,0.69556701,,21,,0.82,,,,,,,,,,,,,
,14.05723817,,10.46069056,,,-1.159230566,,0.806775787,,22,,0.86,,,,,,,,,,,,,
,22.33954975,,10.06629477,,,-1.48971224,,1.113379657,,23,,0.9,,,,,,,,,,,,,
,21.33779912,,10.11399718,,,-1.452490822,,1.639164668,,24,,0.94,,,,,,,,,,,,,
,0.04519191,,11.12793086,,,-0.063726951,,4.310779427,,25,,0.98,,,,,,,,,,,,,
